OptionLongName,Strike,Expiration,CallPut,ImpliedVolatility,Volume,OpenInterest,Delta
SPX 140419C1675000,1675,4/19/2014,C,0.175683,0,0,0.844524
SPX 140419P1675000,1675,4/19/2014,P,0.174682,0,62,-0.148748
SPX 140419C1700000,1700,4/19/2014,C,0.167614,0,2,0.815392
SPX 140419P1700000,1700,4/19/2014,P,0.167369,4,1004,-0.178812
SPX 140419C1725000,1725,4/19/2014,C,0.161074,0,0,0.778331
SPX 140419P1725000,1725,4/19/2014,P,0.160062,0,0,-0.214907
SPX 140419C1750000,1750,4/19/2014,C,0.154226,0,1,0.734751
SPX 140419P1750000,1750,4/19/2014,P,0.153059,3,1059,-0.258398
SPX 140419C1775000,1775,4/19/2014,C,0.147198,2,2,0.683569
SPX 140419P1775000,1775,4/19/2014,P,0.146606,3035,3126,-0.310369
SPX 140419C1800000,1800,4/19/2014,C,0.14012,4,54,0.623856
SPX 140419P1800000,1800,4/19/2014,P,0.139881,36,1115,-0.370503
SPX 140419C1825000,1825,4/19/2014,C,0.133004,50,885,0.555206
SPX 140419P1825000,1825,4/19/2014,P,0.133459,103,2226,-0.439412
SPX 140419C1850000,1850,4/19/2014,C,0.127056,1390,778,0.478366
SPX 140419P1850000,1850,4/19/2014,P,0.1273,1001,1500,-0.516064
SPX 140419C1875000,1875,4/19/2014,C,0.121406,0,80,0.396332
SPX 140419P1875000,1875,4/19/2014,P,0.121185,0,0,-0.598411
SPX 140419C1900000,1900,4/19/2014,C,0.116331,3,293,0.313351
SPX 140419P1900000,1900,4/19/2014,P,0.116144,0,0,-0.681477
SPX 140419C1925000,1925,4/19/2014,C,0.111856,3,2622,0.23475
SPX 140419P1925000,1925,4/19/2014,P,0.111047,0,0,-0.761504
SPX 140419C1950000,1950,4/19/2014,C,0.108704,3,358,0.167377
SPX 140419P1950000,1950,4/19/2014,P,0.107381,3,1,-0.830263
SPX 140419C1975000,1975,4/19/2014,C,0.106659,2,0,0.114238
SPX 140419P1975000,1975,4/19/2014,P,0.104765,0,0,-0.884608
SPX 140419C2000000,2000,4/19/2014,C,0.105969,32,40,0.076167
SPX 140419P2000000,2000,4/19/2014,P,0.103885,0,0,-0.92252
SPX 140419C2025000,2025,4/19/2014,C,0.105906,32,0,0.049608
SPX 140419P2025000,2025,4/19/2014,P,0.103657,0,0,-0.948579
SPX 140419C2050000,2050,4/19/2014,C,0.107411,0,0,0.033211
SPX 140419P2050000,2050,4/19/2014,P,0.107679,0,0,-0.960959
SPX 140419C2100000,2100,4/19/2014,C,0.113604,0,0,0.016839
SPX 140419P2100000,2100,4/19/2014,P,0.101341,0,0,-0.986032
SPX 140621P100000,100,6/21/2014,P,1.304212,0,552,-0.000101
SPX 140621P150000,150,6/21/2014,P,1.219515,0,0,-0.000305
SPX 140621P200000,200,6/21/2014,P,1.059304,0,80,-0.000302
SPX 140621P250000,250,6/21/2014,P,0.966161,0,27,-0.000397
SPX 140621P300000,300,6/21/2014,P,0.87752,0,71,-0.000441
SPX 140621P350000,350,6/21/2014,P,0.803202,0,712,-0.000486
SPX 140621P400000,400,6/21/2014,P,0.72791,0,1180,-0.000455
SPX 140621P450000,450,6/21/2014,P,0.672609,0,86,-0.000495
SPX 140621P500000,500,6/21/2014,P,0.62333,0,46,-0.000536
SPX 140621P550000,550,6/21/2014,P,0.578881,0,513,-0.000579
SPX 140621P600000,600,6/21/2014,P,0.538389,0,1194,-0.000623
SPX 140621P650000,650,6/21/2014,P,0.501196,0,165,-0.000671
SPX 140621P700000,700,6/21/2014,P,0.466799,1,6081,-0.000721
SPX 140621P750000,750,6/21/2014,P,0.441727,0,7467,-0.000903
SPX 140621P800000,800,6/21/2014,P,0.422165,0,7204,-0.001233
SPX 140621P850000,850,6/21/2014,P,0.40128,0,837,-0.001595
SPX 140621P900000,900,6/21/2014,P,0.388531,0,5394,-0.002392
SPX 140621P950000,950,6/21/2014,P,0.365675,0,3226,-0.002849
SPX 140621P975000,975,6/21/2014,P,0.356456,0,1432,-0.003234
SPX 140621P1000000,1000,6/21/2014,P,0.352193,0,11141,-0.004051
SPX 140621P1025000,1025,6/21/2014,P,0.346431,0,856,-0.004892
SPX 140621P1035000,1035,6/21/2014,P,0.34382,0,472,-0.005236
SPX 140621P1050000,1050,6/21/2014,P,0.339641,0,969,-0.005762
SPX 140621P1075000,1075,6/21/2014,P,0.334198,0,12,-0.006935
SPX 140621P1100000,1100,6/21/2014,P,0.326796,0,9220,-0.008017
SPX 140621P1125000,1125,6/21/2014,P,0.32041,0,4720,-0.009412
SPX 140621P1150000,1150,6/21/2014,P,0.313235,6,21849,-0.010866
SPX 140621P1175000,1175,6/21/2014,P,0.306682,0,11066,-0.01265
SPX 140621P1200000,1200,6/21/2014,P,0.299934,0,19791,-0.014644
SPX 140621P1225000,1225,6/21/2014,P,0.292979,0,10854,-0.01686
SPX 140621P1250000,1250,6/21/2014,P,0.285808,0,16203,-0.019314
SPX 140621P1275000,1275,6/21/2014,P,0.279547,1600,3256,-0.022411
SPX 140621P1300000,1300,6/21/2014,P,0.272165,0,33141,-0.025525
SPX 140621P1325000,1325,6/21/2014,P,0.264218,0,11746,-0.02881
SPX 140621P1350000,1350,6/21/2014,P,0.25743,0,36424,-0.033065
SPX 140621P1375000,1375,6/21/2014,P,0.249941,0,6438,-0.037553
SPX 140621P1400000,1400,6/21/2014,P,0.243611,2,50189,-0.043328
SPX 140621P1425000,1425,6/21/2014,P,0.236456,0,24265,-0.049421
SPX 140621P1450000,1450,6/21/2014,P,0.23001,0,40547,-0.056882
SPX 140621P1475000,1475,6/21/2014,P,0.223649,0,10130,-0.06551
SPX 140621P1500000,1500,6/21/2014,P,0.217507,2504,36744,-0.075603
SPX 140621P1525000,1525,6/21/2014,P,0.210887,7,9298,-0.086769
SPX 140621P1550000,1550,6/21/2014,P,0.204467,0,22751,-0.099799
SPX 140621P1565000,1565,6/21/2014,P,0.200584,0,690,-0.108513
SPX 140621C1575000,1575,6/21/2014,C,0.195144,1,3903,0.879541
SPX 140621P1575000,1575,6/21/2014,P,0.19805,0,16141,-0.114791
SPX 140621C1600000,1600,6/21/2014,C,0.189482,0,10282,0.861639
SPX 140621P1600000,1600,6/21/2014,P,0.19185,6803,39466,-0.132263
SPX 140621C1625000,1625,6/21/2014,C,0.183726,0,9445,0.84115
SPX 140621P1625000,1625,6/21/2014,P,0.185978,1000,20050,-0.152715
SPX 140621C1650000,1650,6/21/2014,C,0.178172,1,20048,0.817382
SPX 140621P1650000,1650,6/21/2014,P,0.18001,35,33892,-0.17605
SPX 140621C1675000,1675,6/21/2014,C,0.172421,0,9672,0.790413
SPX 140621P1675000,1675,6/21/2014,P,0.174051,21,15364,-0.202767
SPX 140621C1700000,1700,6/21/2014,C,0.1663,113,21713,0.760033
SPX 140621P1700000,1700,6/21/2014,P,0.168015,4111,28498,-0.233178
SPX 140621C1725000,1725,6/21/2014,C,0.161109,0,10706,0.724403
SPX 140621P1725000,1725,6/21/2014,P,0.162292,20,8128,-0.268109
SPX 140621C1750000,1750,6/21/2014,C,0.155848,0,23321,0.684378
SPX 140621P1750000,1750,6/21/2014,P,0.156574,24,17930,-0.30756
SPX 140621C1775000,1775,6/21/2014,C,0.150059,1,8891,0.640022
SPX 140621P1775000,1775,6/21/2014,P,0.151028,0,6091,-0.351925
SPX 140621C1800000,1800,6/21/2014,C,0.144878,4,33405,0.590381
SPX 140621P1800000,1800,6/21/2014,P,0.145667,1,14640,-0.401221
SPX 140621C1825000,1825,6/21/2014,C,0.139762,1510,7278,0.53614
SPX 140621P1825000,1825,6/21/2014,P,0.140394,1500,1926,-0.455178
SPX 140621C1850000,1850,6/21/2014,C,0.134635,158,24415,0.477792
SPX 140621P1850000,1850,6/21/2014,P,0.135427,0,3552,-0.513197
SPX 140621C1875000,1875,6/21/2014,C,0.129949,14,8437,0.416532
SPX 140621P1875000,1875,6/21/2014,P,0.130616,0,0,-0.574199
SPX 140621C1900000,1900,6/21/2014,C,0.125742,0,28059,0.354299
SPX 140621P1900000,1900,6/21/2014,P,0.125864,0,412,-0.636844
SPX 140621C1925000,1925,6/21/2014,C,0.121403,0,14407,0.292285
SPX 140621P1925000,1925,6/21/2014,P,0.12126,0,0,-0.699272
SPX 140621C1950000,1950,6/21/2014,C,0.117659,2003,21294,0.233798
SPX 140621P1950000,1950,6/21/2014,P,0.11745,0,4,-0.757943
SPX 140621C1975000,1975,6/21/2014,C,0.114496,0,12938,0.181201
SPX 140621P1975000,1975,6/21/2014,P,0.114649,0,3,-0.80976
SPX 140621C2000000,2000,6/21/2014,C,0.11197,8776,14165,0.136311
SPX 140621P2000000,2000,6/21/2014,P,0.111356,2,3806,-0.856393
SPX 140621C2025000,2025,6/21/2014,C,0.109944,31001,6889,0.099635
SPX 140621P2025000,2025,6/21/2014,P,0.109548,0,9,-0.892524
SPX 140621C2050000,2050,6/21/2014,C,0.109041,5901,4030,0.072245
SPX 140621P2050000,2050,6/21/2014,P,0.108426,0,3,-0.920243
SPX 140621C2075000,2075,6/21/2014,C,0.108432,0,37,0.051403
SPX 140621P2075000,2075,6/21/2014,P,0.108809,0,1,-0.939281
SPX 140621C2100000,2100,6/21/2014,C,0.1083,0,3940,0.036308
SPX 140621P2100000,2100,6/21/2014,P,0.109101,0,10,-0.953894
SPX 140621C2200000,2200,6/21/2014,C,0.112829,0,0,0.01007
SPX 140621P2200000,2200,6/21/2014,P,0.111483,0,10,-0.981984
SPX 140621C2250000,2250,6/21/2014,C,0.119353,5,255,0.006787
SPX 140621P2250000,2250,6/21/2014,P,0.109377,0,2,-0.987839
SPX 140621C2300000,2300,6/21/2014,C,0.126835,0,0,0.005059
SPX 140621C2350000,2350,6/21/2014,C,0.137412,0,0,0.00471
SPX 140621C2400000,2400,6/21/2014,C,0.144348,0,0,0.003672
SPX 140621C2450000,2450,6/21/2014,C,0.155953,0,0,0.003819
SPX 140621C2500000,2500,6/21/2014,C,0.15344,0,159,0.001832
SPXQ 140630P500000,500,6/30/2014,P,0.582634,0,46,-0.000347
SPXQ 140630P600000,600,6/30/2014,P,0.503079,0,135,-0.000404
SPXQ 140630P700000,700,6/30/2014,P,0.446312,0,67,-0.000597
SPXQ 140630P750000,750,6/30/2014,P,0.430319,0,34,-0.000903
SPXQ 140630P800000,800,6/30/2014,P,0.406271,0,52,-0.001104
SPXQ 140630P850000,850,6/30/2014,P,0.386999,0,34,-0.001462
SPXQ 140630P900000,900,6/30/2014,P,0.373003,0,36,-0.002128
SPXQ 140630P925000,925,6/30/2014,P,0.364832,0,0,-0.002482
SPXQ 140630P950000,950,6/30/2014,P,0.356186,0,0,-0.00285
SPXQ 140630P975000,975,6/30/2014,P,0.351004,0,11,-0.003508
SPXQ 140630P1000000,1000,6/30/2014,P,0.344629,0,25,-0.004188
SPXQ 140630P1025000,1025,6/30/2014,P,0.340083,0,0,-0.00516
SPXQ 140630P1050000,1050,6/30/2014,P,0.334232,0,10,-0.006162
SPXQ 140630P1075000,1075,6/30/2014,P,0.328419,0,0,-0.007332
SPXQ 140630P1100000,1100,6/30/2014,P,0.323342,0,40,-0.008803
SPXQ 140630P1125000,1125,6/30/2014,P,0.316477,0,35,-0.010196
SPXQ 140630P1150000,1150,6/30/2014,P,0.310236,0,15,-0.011906
SPXQ 140630P1175000,1175,6/30/2014,P,0.303782,0,0,-0.013815
SPXQ 140630P1200000,1200,6/30/2014,P,0.296619,8,213,-0.015808
SPXQ 140630P1225000,1225,6/30/2014,P,0.290204,0,0,-0.018276
SPXQ 140630P1250000,1250,6/30/2014,P,0.283849,0,10,-0.021106
SPXQ 140630P1275000,1275,6/30/2014,P,0.275741,0,0,-0.023695
SPXQ 140630P1300000,1300,6/30/2014,P,0.268185,0,12,-0.026812
SPXQ 140630P1325000,1325,6/30/2014,P,0.26182,0,4,-0.030854
SPXQ 140630P1350000,1350,6/30/2014,P,0.255221,0,300,-0.035348
SPXQ 140630P1375000,1375,6/30/2014,P,0.247925,0,0,-0.040084
SPXQ 140630P1400000,1400,6/30/2014,P,0.241664,0,42,-0.046077
SPXQ 140630P1425000,1425,6/30/2014,P,0.234608,0,800,-0.052399
SPXQ 140630P1450000,1450,6/30/2014,P,0.22819,0,6,-0.060061
SPXQ 140630P1475000,1475,6/30/2014,P,0.221837,0,458,-0.068874
SPXQ 140630P1500000,1500,6/30/2014,P,0.215683,0,13,-0.079128
SPXQ 140630P1525000,1525,6/30/2014,P,0.209548,0,57,-0.090889
SPXQ 140630P1550000,1550,6/30/2014,P,0.20351,0,1000,-0.104463
SPXQ 140630C1575000,1575,6/30/2014,C,0.19634,0,0,0.872037
SPXQ 140630P1575000,1575,6/30/2014,P,0.197594,0,11,-0.120119
SPXQ 140630C1600000,1600,6/30/2014,C,0.190538,0,200,0.854058
SPXQ 140630P1600000,1600,6/30/2014,P,0.191792,0,15,-0.138158
SPXQ 140630C1625000,1625,6/30/2014,C,0.185626,0,21,0.832486
SPXQ 140630P1625000,1625,6/30/2014,P,0.185751,0,77,-0.158501
SPXQ 140630C1650000,1650,6/30/2014,C,0.179878,0,2,0.808919
SPXQ 140630P1650000,1650,6/30/2014,P,0.180089,0,262,-0.182168
SPXQ 140630C1675000,1675,6/30/2014,C,0.174246,0,206,0.781961
SPXQ 140630P1675000,1675,6/30/2014,P,0.17426,0,2,-0.208901
SPXQ 140630C1700000,1700,6/30/2014,C,0.168631,0,5,0.751377
SPXQ 140630P1700000,1700,6/30/2014,P,0.168726,0,819,-0.239572
SPXQ 140630C1725000,1725,6/30/2014,C,0.162233,0,9,0.717608
SPXQ 140630P1725000,1725,6/30/2014,P,0.163098,0,87,-0.274085
SPXQ 140630C1750000,1750,6/30/2014,C,0.157377,0,126,0.678059
SPXQ 140630P1750000,1750,6/30/2014,P,0.157496,0,918,-0.312886
SPXQ 140630C1775000,1775,6/30/2014,C,0.151702,0,278,0.634794
SPXQ 140630P1775000,1775,6/30/2014,P,0.151988,30,177,-0.35623
SPXQ 140630C1800000,1800,6/30/2014,C,0.146571,2,240,0.586666
SPXQ 140630P1800000,1800,6/30/2014,P,0.146612,10,12,-0.404195
SPXQ 140630C1825000,1825,6/30/2014,C,0.141287,349,604,0.534276
SPXQ 140630P1825000,1825,6/30/2014,P,0.141391,0,0,-0.456572
SPXQ 140630C1850000,1850,6/30/2014,C,0.136579,248,587,0.478129
SPXQ 140630P1850000,1850,6/30/2014,P,0.136259,0,0,-0.512848
SPXQ 140630C1875000,1875,6/30/2014,C,0.131627,0,89,0.418996
SPXQ 140630P1875000,1875,6/30/2014,P,0.131367,0,1,-0.572072
SPXQ 140630C1900000,1900,6/30/2014,C,0.127246,4,421,0.358729
SPXQ 140630P1900000,1900,6/30/2014,P,0.126835,0,0,-0.632651
SPXQ 140630C1925000,1925,6/30/2014,C,0.122839,0,2,0.298499
SPXQ 140630P1925000,1925,6/30/2014,P,0.122134,0,0,-0.693556
SPXQ 140630C1950000,1950,6/30/2014,C,0.119232,0,507,0.24172
SPXQ 140630P1950000,1950,6/30/2014,P,0.118655,0,0,-0.7503
SPXQ 140630C1975000,1975,6/30/2014,C,0.115741,3,0,0.189259
SPXQ 140630P1975000,1975,6/30/2014,P,0.114738,0,0,-0.80383
SPXQ 140630C2000000,2000,6/30/2014,C,0.11312,0,46,0.144351
SPXQ 140630P2000000,2000,6/30/2014,P,0.111691,0,0,-0.849756
SPXQ 140630C2025000,2025,6/30/2014,C,0.111124,0,1,0.107401
SPXQ 140630P2025000,2025,6/30/2014,P,0.109286,0,0,-0.88746
SPXQ 140630C2050000,2050,6/30/2014,C,0.10983,0,0,0.078534
SPXQ 140630P2050000,2050,6/30/2014,P,0.107674,0,0,-0.916572
SPXQ 140630C2075000,2075,6/30/2014,C,0.108951,0,12,0.05642
SPXQ 140630P2075000,2075,6/30/2014,P,0.10637,0,0,-0.938838
SPXQ 140630C2100000,2100,6/30/2014,C,0.108369,0,16,0.039891
SPXQ 140630P2100000,2100,6/30/2014,P,0.107607,0,0,-0.952052
SPX 140920P100000,100,9/20/2014,P,1.111079,0,0,-0.000181
SPX 140920P200000,200,9/20/2014,P,0.867083,0,0,-0.000353
SPX 140920P250000,250,9/20/2014,P,0.789019,0,0,-0.000452
SPX 140920P300000,300,9/20/2014,P,0.716482,0,0,-0.000503
SPX 140920P350000,350,9/20/2014,P,0.611316,10,0,-0.000271
SPX 140920P400000,400,9/20/2014,P,0.603358,10,0,-0.000605
SPX 140920P450000,450,9/20/2014,P,0.55744,11,3,-0.000658
SPX 140920P500000,500,9/20/2014,P,0.501798,14,1,-0.000537
SPX 140920P550000,550,9/20/2014,P,0.465914,18,550,-0.00058
SPX 140920P600000,600,9/20/2014,P,0.440045,14,650,-0.000729
SPX 140920P650000,650,9/20/2014,P,0.428922,12,10,-0.001201
SPX 140920P700000,700,9/20/2014,P,0.406516,2,6,-0.001501
SPX 140920P750000,750,9/20/2014,P,0.387159,12,108,-0.001937
SPX 140920P775000,775,9/20/2014,P,0.38072,0,9,-0.002329
SPX 140920P800000,800,9/20/2014,P,0.382258,12,2004,-0.003248
SPX 140920P825000,825,9/20/2014,P,0.368909,11,5,-0.003366
SPX 140920P850000,850,9/20/2014,P,0.364457,10,1006,-0.004117
SPX 140920P875000,875,9/20/2014,P,0.3565,10,3,-0.004684
SPX 140920P900000,900,9/20/2014,P,0.351321,10,655,-0.005584
SPX 140920P925000,925,9/20/2014,P,0.343454,0,9,-0.006308
SPX 140920P950000,950,9/20/2014,P,0.336913,0,6,-0.00727
SPX 140920P975000,975,9/20/2014,P,0.330548,0,10,-0.008371
SPX 140920P1000000,1000,9/20/2014,P,0.326106,0,10093,-0.009921
SPX 140920P1025000,1025,9/20/2014,P,0.319093,0,8,-0.011216
SPX 140920P1050000,1050,9/20/2014,P,0.312187,0,3,-0.012666
SPX 140920P1075000,1075,9/20/2014,P,0.309204,0,1,-0.015177
SPX 140920P1100000,1100,9/20/2014,P,0.303135,0,2500,-0.017262
SPX 140920P1125000,1125,9/20/2014,P,0.295167,0,2,-0.019038
SPX 140920P1150000,1150,9/20/2014,P,0.289202,0,3,-0.021596
SPX 140920P1175000,1175,9/20/2014,P,0.282142,0,1103,-0.024066
SPX 140920P1200000,1200,9/20/2014,P,0.277308,0,3727,-0.027633
SPX 140920P1225000,1225,9/20/2014,P,0.270826,0,0,-0.030948
SPX 140920P1250000,1250,9/20/2014,P,0.265165,0,2325,-0.034996
SPX 140920P1275000,1275,9/20/2014,P,0.260059,0,1701,-0.039787
SPX 140920P1300000,1300,9/20/2014,P,0.253938,0,5671,-0.044589
SPX 140920P1325000,1325,9/20/2014,P,0.247936,0,203,-0.049996
SPX 140920P1350000,1350,9/20/2014,P,0.242824,0,10307,-0.056579
SPX 140920P1375000,1375,9/20/2014,P,0.237024,0,1251,-0.063454
SPX 140920P1400000,1400,9/20/2014,P,0.231584,0,2671,-0.071375
SPX 140920P1425000,1425,9/20/2014,P,0.226353,10,2053,-0.080369
SPX 140920P1450000,1450,9/20/2014,P,0.221207,0,6594,-0.090472
SPX 140920P1475000,1475,9/20/2014,P,0.216049,11,7274,-0.101707
SPX 140920P1500000,1500,9/20/2014,P,0.210803,0,6869,-0.114134
SPX 140920C1525000,1525,9/20/2014,C,0.206452,0,3,0.857856
SPX 140920P1525000,1525,9/20/2014,P,0.205713,0,3839,-0.128113
SPX 140920C1550000,1550,9/20/2014,C,0.201481,3,30,0.842178
SPX 140920P1550000,1550,9/20/2014,P,0.200658,3770,6877,-0.143688
SPX 140920C1575000,1575,9/20/2014,C,0.196564,0,30,0.824733
SPX 140920P1575000,1575,9/20/2014,P,0.195541,0,1148,-0.160916
SPX 140920C1600000,1600,9/20/2014,C,0.192082,0,334,0.804974
SPX 140920P1600000,1600,9/20/2014,P,0.190645,1400,6120,-0.180252
SPX 140920C1625000,1625,9/20/2014,C,0.186713,0,231,0.784074
SPX 140920P1625000,1625,9/20/2014,P,0.1856,0,5283,-0.20149
SPX 140920C1650000,1650,9/20/2014,C,0.181798,0,1360,0.760511
SPX 140920P1650000,1650,9/20/2014,P,0.180864,0,5700,-0.225264
SPX 140920C1675000,1675,9/20/2014,C,0.177353,0,2032,0.73415
SPX 140920P1675000,1675,9/20/2014,P,0.175869,1000,2534,-0.251178
SPX 140920C1700000,1700,9/20/2014,C,0.172522,0,5632,0.705656
SPX 140920P1700000,1700,9/20/2014,P,0.171213,0,9024,-0.279944
SPX 140920C1725000,1725,9/20/2014,C,0.167425,0,2572,0.674708
SPX 140920P1725000,1725,9/20/2014,P,0.166271,0,4620,-0.311153
SPX 140920C1750000,1750,9/20/2014,C,0.162936,0,10643,0.640605
SPX 140920P1750000,1750,9/20/2014,P,0.161743,0,7284,-0.345413
SPX 140920C1775000,1775,9/20/2014,C,0.158101,0,32353,0.603939
SPX 140920P1775000,1775,9/20/2014,P,0.157033,0,3782,-0.382353
SPX 140920C1800000,1800,9/20/2014,C,0.153482,0,14101,0.56444
SPX 140920P1800000,1800,9/20/2014,P,0.152607,5,12431,-0.422127
SPX 140920C1825000,1825,9/20/2014,C,0.149098,600,7547,0.522362
SPX 140920P1825000,1825,9/20/2014,P,0.148644,610,80,-0.464383
SPX 140920C1850000,1850,9/20/2014,C,0.144737,170,4548,0.478037
SPX 140920P1850000,1850,9/20/2014,P,0.143553,1070,1807,-0.509167
SPX 140920C1875000,1875,9/20/2014,C,0.140445,0,1736,0.431877
SPX 140920P1875000,1875,9/20/2014,P,0.139166,0,6,-0.555788
SPX 140920C1900000,1900,9/20/2014,C,0.136372,0,5127,0.384616
SPX 140920P1900000,1900,9/20/2014,P,0.135229,0,0,-0.603328
SPX 140920C1925000,1925,9/20/2014,C,0.132457,0,3377,0.337029
SPX 140920P1925000,1925,9/20/2014,P,0.130733,0,0,-0.652132
SPX 140920C1950000,1950,9/20/2014,C,0.129049,0,13636,0.290641
SPX 140920P1950000,1950,9/20/2014,P,0.127403,0,0,-0.698887
SPX 140920C1975000,1975,9/20/2014,C,0.125658,2000,1681,0.245738
SPX 140920P1975000,1975,9/20/2014,P,0.123558,0,0,-0.745089
SPX 140920C2000000,2000,9/20/2014,C,0.122695,0,18987,0.204042
SPX 140920P2000000,2000,9/20/2014,P,0.120359,0,9700,-0.787637
SPX 140920C2025000,2025,9/20/2014,C,0.119955,0,72,0.166014
SPX 140920P2025000,2025,9/20/2014,P,0.116498,0,2,-0.828362
SPX 140920C2050000,2050,9/20/2014,C,0.117783,0,4749,0.13303
SPX 140920P2050000,2050,9/20/2014,P,0.114058,0,0,-0.861872
SPX 140920C2075000,2075,9/20/2014,C,0.115948,0,79,0.104871
SPX 140920P2075000,2075,9/20/2014,P,0.110734,0,0,-0.892804
SPX 140920C2100000,2100,9/20/2014,C,0.114463,4600,1162,0.08152
SPX 140920P2100000,2100,9/20/2014,P,0.10948,0,2,-0.914828
SPX 140920C2125000,2125,9/20/2014,C,0.113575,0,473,0.063088
SPX 140920P2125000,2125,9/20/2014,P,0.107372,0,1,-0.934328
SPX 140920C2150000,2150,9/20/2014,C,0.113026,0,8738,0.048535
SPX 140920P2150000,2150,9/20/2014,P,0.103062,3,0,-0.952862
SPX 140920C2175000,2175,9/20/2014,C,0.112877,0,3,0.037349
SPX 140920P2175000,2175,9/20/2014,P,0.0996,0,0,-0.96553
SPX 140920C2200000,2200,9/20/2014,C,0.111809,0,31,0.027385
SPX 140920P2200000,2200,9/20/2014,P,0.093078,0,9,-0.976583
SPX 140920C2250000,2250,9/20/2014,C,0.114392,0,11,0.017546
SPX 140920C2300000,2300,9/20/2014,C,0.116137,0,0,0.01079
SPX 140920C2400000,2400,9/20/2014,C,0.123089,0,10,0.005071
SPX 140920C2500000,2500,9/20/2014,C,0.131886,0,3,0.002905
SPXQ 140930P500000,500,9/30/2014,P,0.518321,0,0,-0.000879
SPXQ 140930P600000,600,9/30/2014,P,0.456086,0,0,-0.001208
SPXQ 140930P700000,700,9/30/2014,P,0.383892,0,0,-0.001073
SPXQ 140930P750000,750,9/30/2014,P,0.386945,0,1,-0.002248
SPXQ 140930P800000,800,9/30/2014,P,0.369971,0,5,-0.002944
SPXQ 140930P850000,850,9/30/2014,P,0.356201,0,0,-0.004016
SPXQ 140930P900000,900,9/30/2014,P,0.342609,0,0,-0.005381
SPXQ 140930P950000,950,9/30/2014,P,0.331242,0,0,-0.007376
SPXQ 140930P1000000,1000,9/30/2014,P,0.319258,0,2,-0.009826
SPXQ 140930P1025000,1025,9/30/2014,P,0.313501,0,0,-0.011321
SPXQ 140930P1050000,1050,9/30/2014,P,0.307616,0,0,-0.012974
SPXQ 140930P1075000,1075,9/30/2014,P,0.302431,0,4,-0.014989
SPXQ 140930P1100000,1100,9/30/2014,P,0.296558,0,11,-0.017075
SPXQ 140930P1125000,1125,9/30/2014,P,0.290149,0,0,-0.019246
SPXQ 140930P1150000,1150,9/30/2014,P,0.284826,0,2,-0.022
SPXQ 140930P1175000,1175,9/30/2014,P,0.279418,0,0,-0.025053
SPXQ 140930P1200000,1200,9/30/2014,P,0.273894,0,0,-0.028419
SPXQ 140930P1225000,1225,9/30/2014,P,0.26867,0,0,-0.032302
SPXQ 140930P1250000,1250,9/30/2014,P,0.263213,0,211,-0.036528
SPXQ 140930P1275000,1275,9/30/2014,P,0.257885,0,0,-0.041302
SPXQ 140930P1300000,1300,9/30/2014,P,0.251948,0,4,-0.04628
SPXQ 140930P1325000,1325,9/30/2014,P,0.246982,0,0,-0.052393
SPXQ 140930P1350000,1350,9/30/2014,P,0.241872,0,10,-0.059116
SPXQ 140930P1375000,1375,9/30/2014,P,0.2361,0,0,-0.066136
SPXQ 140930P1400000,1400,9/30/2014,P,0.231112,0,0,-0.074522
SPXQ 140930P1425000,1425,9/30/2014,P,0.226241,0,0,-0.083954
SPXQ 140930P1450000,1450,9/30/2014,P,0.220635,5,12,-0.093808
SPXQ 140930P1475000,1475,9/30/2014,P,0.21595,0,4,-0.105577
SPXQ 140930P1500000,1500,9/30/2014,P,0.210786,100,111,-0.118193
SPXQ 140930C1525000,1525,9/30/2014,C,0.207901,0,0,0.851802
SPXQ 140930P1525000,1525,9/30/2014,P,0.205757,0,0,-0.132322
SPXQ 140930C1550000,1550,9/30/2014,C,0.202461,0,0,0.83649
SPXQ 140930P1550000,1550,9/30/2014,P,0.200752,0,8,-0.148005
SPXQ 140930C1575000,1575,9/30/2014,C,0.198018,0,0,0.818547
SPXQ 140930P1575000,1575,9/30/2014,P,0.195808,0,1500,-0.165428
SPXQ 140930C1600000,1600,9/30/2014,C,0.192642,0,0,0.799715
SPXQ 140930P1600000,1600,9/30/2014,P,0.190939,0,9,-0.184762
SPXQ 140930C1625000,1625,9/30/2014,C,0.187846,0,0,0.778345
SPXQ 140930P1625000,1625,9/30/2014,P,0.186038,5,2,-0.206056
SPXQ 140930C1650000,1650,9/30/2014,C,0.182912,0,0,0.75499
SPXQ 140930P1650000,1650,9/30/2014,P,0.181218,50,50,-0.229584
SPXQ 140930C1675000,1675,9/30/2014,C,0.178447,0,0,0.728947
SPXQ 140930P1675000,1675,9/30/2014,P,0.176266,0,6,-0.255298
SPXQ 140930C1700000,1700,9/30/2014,C,0.173717,0,33,0.700769
SPXQ 140930P1700000,1700,9/30/2014,P,0.171559,0,6,-0.283685
SPXQ 140930C1725000,1725,9/30/2014,C,0.16865,0,6,0.670316
SPXQ 140930P1725000,1725,9/30/2014,P,0.16704,0,0,-0.314764
SPXQ 140930C1750000,1750,9/30/2014,C,0.16377,0,0,0.637084
SPXQ 140930P1750000,1750,9/30/2014,P,0.162485,0,0,-0.348413
SPXQ 140930C1775000,1775,9/30/2014,C,0.159186,0,17,0.601049
SPXQ 140930P1775000,1775,9/30/2014,P,0.157697,0,0,-0.384621
